0.0001	0.999689237121	0.920976867738
0.0002	0.999439708658	0.868722707183
0.000333	0.999052033117	0.787662580436
0.000667	0.99802975	0.641479860714
0.001	0.997161025758	0.554534456071
0.002	0.994262212879	0.394089267341
0.00333	0.990402739719	0.299435032738
0.00667	0.980684560148	0.211881566151
0.01	0.971610340601	0.178162650397
0.02	0.943210876523	0.136827356429
0.0333	0.906533575083	0.116280273333
0.0667	0.818161272353	0.0964930307936
0.1	0.736207584674	0.0879292739683
0.2	0.52229990991	0.0766279481746
0.333	0.307675852324	0.0704509222222
0.667	0.0488705819216	0.0654226664286
1.0	0.0136044487672	0.0647800556349
